State,District,IncreaseRate(N/N+1),IncreaseRate(N+1/N+2),IncreaseRate(N+2/N+3),IncreaseRate(N+3/N+4),IncreaseRate(N+4/N+5),IncreaseRate(N+5/N+6)
Kerala,Kozhikode,4.167673558,12.16385929,7.24000989,4.890548356,3.397457467,2.708001791
Kerala,Malappuram,-4.375604199,16.03966245,13.35062374,11.32129059,7.411573021,4.131800888
Kerala,Palakkad,-5.980258294,20.27897671,16.2297313,13.17668558,9.12049957,6.128189233
Kerala,Pathanamthitta,-0.6779104529,9.224433553,7.651492706,5.875668261,4.071387643,2.947243179
Kerala,Thiruvananthapuram,-3.022362815,16.70278133,12.40986208,9.909234691,6.972820468,5.413418433
Kerala,Thrissur,1.009038756,14.86276414,9.964850113,6.935071166,4.995962104,3.944162837
Kerala,Wayanad,1.980498221,12.09818986,7.366829095,4.830469723,3.187491696,2.717082343
Ladakh,Kargil,-2.716681185,10.35872181,6.795131846,5.612535613,3.933998741,2.275381754
Ladakh,Leh,-1.949749886,6.599802887,6.680661758,6.634447741,4.708087124,2.653638937
Lakshadweep,Lakshadweep,-15.75888866,25.11122903,32.29584679,27.37854501,14.2821188,7.116840875
Madhya Pradesh,Agar Malwa,5.886796839,12.49656989,7.815396624,3.085972851,0.4257747344,0.4370820403
Madhya Pradesh,Alirajpur,6.115531284,5.439219166,1.409576706,1.107837849,0.3980630335,0.01634988759
Madhya Pradesh,Anuppur,6.296868609,17.27985976,10.11666059,4.783976163,1.372827804,0.5002415497
Madhya Pradesh,Ashoknagar,5.073226764,6.395189943,4.127065673,2.869829784,1.490807354,0.539518765
Madhya Pradesh,Balaghat,2.95939158,11.18970179,6.803644117,3.199142056,1.087147676,0.4048775087
Madhya Pradesh,Barwani,4.74163532,6.415272659,1.79932148,0.8811418202,0.6261134268,0.2698568212
Madhya Pradesh,Betul,5.168963348,9.983417605,5.948070245,2.638516272,1.139876352,0.6112702961
Madhya Pradesh,Bhind,4.670925394,8.437849944,4.998192802,2.15392181,0.5969287055,0.1914150357
Madhya Pradesh,Bhopal,3.546253053,10.10804594,5.598095285,3.237332873,1.567131458,0.7889437306
Madhya Pradesh,Burhanpur,1.291560102,7.67579851,2.896001876,1.447128532,0.4605189262,0.3242397138
Madhya Pradesh,Chhatarpur,7.338826724,8.529431008,3.996865204,1.853032674,0.5653361663,0.1452556121
Madhya Pradesh,Chhindwara,1.827827345,4.376243251,3.400943824,1.599561163,0.7580338632,0.482263423
Madhya Pradesh,Damoh,1.522445688,15.17186597,10.24724643,4.642654028,1.922136271,0.4265908283
Madhya Pradesh,Datia,10.56149,12.19838478,4.177522632,1.960493409,0.5529340844,0.3121576086
Madhya Pradesh,Dewas,5.311333539,9.454791737,7.33246705,2.953610823,0.574895007,0.2579663345
Madhya Pradesh,Dhar,7.954871981,11.65543617,5.652233918,2.445135854,0.9829946561,0.3604430925
Madhya Pradesh,Dindori,4.44949517,16.62133322,10.57088521,3.757910109,0.6036343165,0.3637381086
Madhya Pradesh,Guna,6.091247929,7.459093718,4.389416964,2.192321076,1.396140749,0.3246389791
Madhya Pradesh,Gwalior,8.53819132,11.89279518,3.958526453,1.347699251,0.6123440966,0.1597789005
Madhya Pradesh,Harda,5.488486072,12.01831101,4.455626715,1.427695542,0.5670696603,0.5953573575
Madhya Pradesh,Hoshangabad,5.997790288,11.85453583,6.293820075,2.45473901,0.5881154499,0.396986146
Madhya Pradesh,Indore,1.740987352,9.546590118,6.927837439,3.770432955,1.963110984,0.9604777844
Madhya Pradesh,Jabalpur,4.701789555,11.51049728,5.891365513,2.336632492,1.216091967,0.7247163408
Madhya Pradesh,Jhabua,7.199533003,5.501885727,1.359178758,0.8637923881,0.3290949888,0.1472342329
Madhya Pradesh,Katni,6.410109352,9.254235461,5.71597711,1.577277252,0.2235766133,0.08556411197
Madhya Pradesh,Khandwa,2.534339331,3.645283019,1.696643122,0.7017041386,0.2737485779,0.2127282397
Madhya Pradesh,Khargone,4.069143903,7.987390883,5.09386087,2.400512793,0.9316446188,0.5395627681
Madhya Pradesh,Mandla,7.288816234,10.94070884,6.132624728,1.564126368,0.3323823505,0.1214697844
Madhya Pradesh,Mandsaur,6.961464136,13.35685591,7.903470777,3.268689396,1.011324819,0.3698274139
Madhya Pradesh,Morena,7.073127831,9.115176903,3.679099703,2.345125515,1.800124146,0.243902439
Madhya Pradesh,Narsinghpur,6.174643157,13.93233903,6.621689155,1.141837877,0.5059021922,0.2305445976
Madhya Pradesh,Neemuch,5.127337529,9.245987469,4.888731758,1.994307329,1.123616135,0.4085041486
Madhya Pradesh,Niwari,17.20788232,12.45086431,4.40532345,1.645824929,1.535836177,0.6722689076
Madhya Pradesh,Panna,11.50422661,14.19570238,7.484997032,2.987974476,0.7526262486,0.3449227373
Madhya Pradesh,Raisen,5.638075314,13.3557778,7.292230822,3.03193135,1.085736863,0.5190581908
Madhya Pradesh,Rajgarh,3.926283803,13.2712089,5.911083049,3.669933896,1.101075705,0.6240066918
Madhya Pradesh,Ratlam,3.80791467,18.95788122,9.820547665,3.760520048,1.12394426,0.5064538537
Madhya Pradesh,Rewa,6.928965509,15.32371125,9.075600108,3.607545791,0.8261766625,0.3646666842
Madhya Pradesh,Sagar,2.547186048,10.65286713,9.676832228,4.401379234,1.602790533,0.4006779366
Madhya Pradesh,Satna,8.62727477,13.44511745,6.035863578,1.988308403,0.4479499067,0.2709279883
Madhya Pradesh,Sehore,7.276495197,14.14540793,6.839174997,3.18736306,1.304141978,0.2407590993
Madhya Pradesh,Seoni,5.820646619,8.92938844,5.581612414,2.638848984,1.212290864,0.4637903157
Madhya Pradesh,Shahdol,4.779480999,13.45974119,7.380126408,3.14362424,0.6264391653,0.2103557571
Madhya Pradesh,Shajapur,1.293769834,7.609918064,6.138648353,2.623373579,0.5688308128,0.4543079754
Madhya Pradesh,Sheopur,6.302784615,13.20197939,6.388610387,2.974215923,1.819379873,0.4098655353
Madhya Pradesh,Shivpuri,7.450448812,18.53692308,7.939103687,3.262150398,0.6986574133,0.1746088646
Madhya Pradesh,Sidhi,6.019852706,21.6550891,8.937437934,3.538872249,1.075370248,0.3157567273
Madhya Pradesh,Singrauli,10.3847479,14.3166306,8.267802534,2.836342849,0.362952669,0.1449818365
Madhya Pradesh,Tikamgarh,12.60598604,7.653206651,3.786240678,1.335090778,0.4783283682,0.15868376
Madhya Pradesh,Ujjain,3.765385916,14.50413346,8.940585861,3.233647672,0.7324686879,0.3723274654
Madhya Pradesh,Umaria,6.973632685,16.24721638,9.580916892,4.006417932,0.8427160323,0.3995707469
Madhya Pradesh,Vidisha,6.742067042,9.355736727,4.61990051,2.094351335,0.7539185525,0.3198281376
Maharashtra,Ahmednagar,1.218036792,12.06503112,8.268809311,5.752186349,3.04430317,1.799553107
Maharashtra,Akola,-1.595061365,8.755029755,8.934488797,6.50816681,2.901474731,1.454209938
Maharashtra,Amravati,-2.347162125,9.709070023,9.330833519,6.734765142,3.268360232,1.742587612
Maharashtra,Aurangabad,1.315378011,4.877024641,3.584308783,2.47672113,1.331184576,0.8022561399
Maharashtra,Beed,1.847684608,13.93956985,10.09654404,6.958908041,3.817194564,1.610587135
Maharashtra,Bhandara,5.440125699,4.847506985,1.620950751,1.375701763,1.303354084,0.4200703474
Maharashtra,Buldhana,2.380688183,18.41812575,9.67403811,9.438067402,3.339258253,0.666405469
Maharashtra,Chandrapur,4.283660551,13.00127157,5.817167454,2.729587886,1.404827031,0.8467129171
Maharashtra,Dhule,-0.02212092531,5.256151703,4.575325566,2.581854849,1.089306422,0.6981473831
Maharashtra,Gadchiroli,4.625703645,11.60080926,6.94032937,3.805159718,2.306165254,1.159762959
Maharashtra,Gondia,3.584766006,8.199490069,2.998078828,1.520251809,0.8346879968,0.3647777703
Maharashtra,Hingoli,3.633064437,7.202672097,5.482224491,3.586606189,1.901001682,0.8506533368
Maharashtra,Jalgaon,1.612991773,4.572719331,3.076731974,1.616529165,0.9580771709,0.7218482809
Maharashtra,Jalna,2.844029772,8.383636129,5.455372888,3.585685002,1.472262106,0.7927779977
Maharashtra,Kolhapur,-5.685718631,15.33445814,11.17786661,11.63390866,11.23127384,8.62478225
Maharashtra,Latur,4.127933557,6.893877028,3.866585432,2.235103566,1.103514744,0.5717983992
Maharashtra,Mumbai,1.286178721,2.289806306,1.462071926,1.232500621,0.9446411909,0.7796056753
Maharashtra,Nagpur,5.086432118,4.745336354,2.043668333,1.059791832,0.4434610559,0.2993355316
Maharashtra,Nanded,2.365270859,3.134258774,1.509922841,0.8674045629,0.4414898041,0.244140936
Maharashtra,Nandurbar,4.021912375,3.467005936,2.015752947,0.9340388692,0.4695373763,0.249862925
Maharashtra,Nashik,3.594646322,6.486527792,3.910107531,2.268130449,1.603200506,0.8422144188
Maharashtra,Osmanabad,0.1035390638,10.18033282,9.86464095,7.048905068,3.783964585,2.516041136
Maharashtra,Other State,0,0,0,0,0,0
Maharashtra,Palghar,2.569526856,8.815243991,4.299853019,3.296479818,2.993520769,2.311609635
Maharashtra,Parbhani,5.880451155,10.45226166,5.71093777,4.128702102,1.544845615,0.5452440107
Maharashtra,Pune,2.335732132,6.101239052,3.578590706,2.082849125,1.300044205,0.9432067408
Maharashtra,Raigad,1.256453772,5.623791268,3.854006397,3.382191471,3.039115198,2.930624333
Maharashtra,Ratnagiri,-3.001820801,20.25465291,13.41326918,11.11186735,10.13605488,9.754138124
Maharashtra,Sangli,-1.837352182,13.02941059,10.72318779,8.548120485,6.037586422,5.101309236
Maharashtra,Satara,-1.745475555,12.4213616,8.972491741,10.47709134,8.038221933,4.531301661
Maharashtra,Sindhudurg,-7.219897601,22.51043447,12.66262719,15.02580859,16.40886902,14.69105239
Maharashtra,Solapur,0.6986507861,11.79180178,11.52271616,5.783046217,3.092696,2.049841552
Maharashtra,Thane,1.704128788,2.704472989,1.749503441,1.132945943,0.8789772106,0.6765404132
Maharashtra,Wardha,4.726851154,9.666609667,5.81581431,3.520028954,1.895957106,0.6257000218
Maharashtra,Washim,-0.6078969884,11.72388865,9.723132721,5.972726038,3.19531393,1.270407765
Maharashtra,Yavatmal,3.655699911,9.82226822,7.504389095,6.433932763,2.788980291,1.537225867
Manipur,Churachandpur,0,0,0,0,0,0
Manipur,Unknown,-8.497208904,11.33035477,11.37208536,12.30724212,12.34374148,9.431937088
Meghalaya,East Garo Hills,-12.17105263,8.913857678,13.6519945,23.78214826,15.6440968,17.12111604
Meghalaya,East Jaintia Hills,-12.60162602,16.76356589,20.34854772,19.62487933,11.49412036,8.820184055
Meghalaya,East Khasi Hills,-13.3176451,14.87242937,22.38442314,19.98205665,10.2306635,6.340971787
Meghalaya,North Garo Hills,-34.02597403,16.83070866,53.74894693,45.8630137,27.76108189,29.10908556
Meghalaya,Ribhoi,-21.83561812,22.31222965,30.88348765,29.50135102,11.72610015,5.388611592
Meghalaya,South Garo Hills,-15.95744681,13.74321881,23.90037096,29.64071856,14.58264599,14.71350418
Meghalaya,South West Garo Hills,-41.98838401,41.99057715,53.83658233,48.26098679,26.60483724,16.89169779
Meghalaya,South West Khasi Hills,-50.30120482,10.45454545,44.44444444,111.4909782,59.27256399,30.98393008
Meghalaya,West Garo Hills,-12.47932833,13.20494186,15.74115683,17.10022741,15.23304282,13.38375534
Meghalaya,West Jaintia Hills,-23.22845056,18.1677286,33.76566599,32.07321059,17.61940114,20.24686163
Meghalaya,West Khasi Hills,-18.44293273,29.7497683,33.71428571,23.21047009,18.7947106,14.47080292
Mizoram,Aizawl,-9.794252212,17.68207496,18.08093321,18.2279145,14.31582061,13.36071671
Mizoram,Champhai,-12.94820717,20.25171625,22.35965747,11.19751166,2.657342657,6.675749319
Mizoram,Hnahthial,-1.176470588,1.19047619,2.941176471,0,0,0
Mizoram,Khawzawl,-21.50537634,65.29680365,13.8121547,13.10679612,13.73390558,6.226415094
Mizoram,Kolasib,-11.5656721,16.66086957,19.32021467,12.8185907,18.0952381,15.17254314
Mizoram,Lawngtlai,-10.90196078,4.254694836,4.390655784,26.93448369,27.8462192,14.50407044
Mizoram,Lunglei,-10.00737644,13.30601093,15.16759103,12.73031826,19.33506686,13.36964981
Mizoram,Mamit,11.23809524,14.29794521,4.868913858,6.857142857,6.28342246,4.716981132
Mizoram,Saiha,-2.602230483,49.04580153,11.77976953,16.6093929,17.97642436,16.5695254
Mizoram,Saitual,-11.29411765,35.54376658,26.41878669,16.09907121,14.53333333,13.96973225
Mizoram,Serchhip,2.696177062,24.29467085,10.90794451,14.44002274,11.10283159,2.101497876
Nagaland,Dimapur,-1.349384839,12.85537079,9.855180097,6.676581936,3.803645213,2.026886775
Nagaland,Kiphire,-32.90322581,44.55128205,25.05543237,30.67375887,24.01628223,9.518599562
Nagaland,Kohima,-4.74258252,12.15673243,13.34680135,8.826045627,4.727693584,3.042181864
Nagaland,Longleng,-26.22478386,36.71875,56.85714286,23.13296903,14.9408284,15.31531532
Nagaland,Mokokchung,-24.37446074,19.3953223,25.75250836,28.95136778,37.27165586,48.03605924
Nagaland,Mon,-3.794266442,7.887817704,12.79447604,2.754771336,5.221657613,5.895087427
Nagaland,Peren,-1.741970604,2.382271468,3.327922078,2.068604347,2.103642894,1.331658291
Nagaland,Phek,-45.67757009,30.53763441,49.42339374,66.48291069,31.98675497,12.89513297
Nagaland,Tuensang,-16.57000829,13.15789474,14.08512505,28.34615385,22.23554091,18.55847021
Nagaland,Wokha,-37.16075157,23.58803987,49.46236559,36.69064748,34.34210526,23.31047992
Nagaland,Zunheboto,-23.95382395,13.94686907,32.38967527,28.93081761,17.85365854,12.58278146
Odisha,Angul,-12.28094545,21.18716818,21.75387197,21.73186093,11.7397034,7.74766619
Odisha,Balangir,-2.034208221,15.96609247,14.66737082,7.677517929,3.450312646,2.421032598
Odisha,Balasore,-9.773719208,13.54443756,15.58087291,13.35068721,9.979607209,8.883060767
Odisha,Bargarh,-1.623266564,16.35406796,12.60163149,10.24214132,6.663088151,3.458670313
Odisha,Bhadrak,-9.620759004,13.72260031,20.76895711,14.38506049,10.64632139,10.77324644
Odisha,Boudh,-19.86392345,30.6328857,30.42025946,27.54184287,14.237457,7.61599782
Odisha,Cuttack,-6.736259514,15.03977332,14.28023889,12.7968287,8.743590244,7.008032489
Odisha,Deogarh,-7.717707358,29.26034713,22.83920013,15.95250908,9.586656998,5.574377978
Odisha,Dhenkanal,-18.82754181,17.436601,17.49082745,26.55480463,20.93619947,10.54806062
Odisha,Gajapati,0.6605115348,12.21591589,10.17755773,7.281073857,6.445672192,3.804532194
Odisha,Ganjam,-1.967750901,7.166283116,6.52004772,5.343786521,3.278264166,1.805967076
Odisha,Jagatsinghpur,-8.909793303,11.68142273,15.00734248,13.60566612,11.39141583,9.04088856
Odisha,Jajpur,-7.376144764,14.08405163,13.22543353,14.10475143,12.38605465,11.59014558
Odisha,Jharsuguda,0.252616384,18.09423667,13.4408214,7.650914645,3.609408766,2.067378404
Odisha,Kalahandi,-4.207763283,19.57361123,13.12911234,12.380397,6.628340457,3.201639239
Odisha,Kandhamal,-4.710438442,8.717108674,8.292803876,8.74090773,6.426743546,5.416222797
Odisha,Kendrapara,-7.94460822,10.56108719,9.597293383,12.47904059,12.07783361,10.46711355
Odisha,Kendujhar,-4.172620749,12.35336515,10.9032993,7.669216423,6.601457934,6.123140553
Odisha,Khordha,-3.225631573,13.74152709,11.88038588,9.673644778,7.113594813,5.372529205
Odisha,Koraput,-9.448776408,11.69065284,16.93099815,13.04670211,9.840664386,6.699984382
Odisha,Malkangiri,-6.537530266,8.517747325,10.94823739,9.77336256,9.498598567,7.990363381
Odisha,Mayurbhanj,-8.517823104,9.815046043,15.84314617,14.11929256,10.79359448,8.414602195
Odisha,Nabarangapur,-2.684264293,19.34915598,16.97451296,13.76023094,8.480216374,5.975375737
Odisha,Nayagarh,-8.974687144,19.06138199,18.3164939,15.04397298,11.42634045,7.921306029
Odisha,Nuapada,2.369110283,13.01731753,9.333844588,2.763164994,1.524588335,0.9270033357
Odisha,Puri,-3.831059615,14.43772867,11.82105633,10.8986846,9.372417733,6.956784527
Odisha,Rayagada,-3.725427245,10.20431721,10.77127195,10.22610267,8.641610508,7.040894215
Odisha,Sambalpur,-2.738289165,19.25097427,16.41865691,10.02371607,5.323598631,2.937845648
Odisha,State Pool,-2.586391165,14.99310374,11.91971141,9.772592575,7.077983551,5.223859979
Odisha,Subarnapur,-6.692749191,18.25128238,17.65542316,12.95454893,9.234103068,4.324699639
Odisha,Sundargarh,-1.930169206,23.12356584,14.05759552,9.615105172,5.215728075,3.107137623
Puducherry,Karaikal,-8.921444984,17.87021757,16.95848085,13.66300669,9.164971916,5.791814059
Puducherry,Mahe,0.4821056289,7.300626756,6.505800838,5.635614055,4.318092305,2.879697958
Puducherry,Puducherry,-5.429524907,18.43960344,15.98580275,10.19629149,6.20125109,3.804639096
Puducherry,Yanam,0.6618330545,23.38492225,16.04298886,7.896705621,3.859028309,2.332059487
Punjab,Amritsar,0.4426997,10.40448235,6.797914616,5.034205424,2.536051716,1.796276221
Punjab,Barnala,-4.143789495,10.76407652,12.54756562,8.34272504,4.352928625,2.295266333
Punjab,Bathinda,-0.7802067292,21.93910862,15.32738724,8.123088451,4.055097498,1.986903594
Punjab,Faridkot,-3.668068784,15.86669567,13.04994441,7.690146242,6.037999905,3.560123928
Punjab,Fatehgarh Sahib,-3.313143107,12.82864116,13.1048477,8.982118566,4.28372438,2.754696688
Punjab,Fazilka,-8.055198094,34.84559721,23.08507702,12.63635711,5.436531324,2.648356297
Punjab,Ferozepur,-5.445765467,14.87636738,14.08113858,9.950869431,6.635941466,3.715363858
Punjab,Gurdaspur,-0.9444708923,8.429381828,6.854356791,5.882832233,3.171149743,2.194225579
Punjab,Hoshiarpur,-2.080904231,11.10713472,8.34060496,5.793066915,3.36766915,2.668248437
Punjab,Jalandhar,0.03303721081,9.77548176,7.937279018,5.371809952,3.0793536,1.613632297
Punjab,Kapurthala,-2.658725939,10.31246586,7.345819014,5.06338457,3.437132269,2.295649812
Punjab,Ludhiana,1.73643691,15.26350068,9.271720748,4.777961998,2.445872095,1.317205705
Punjab,Mansa,-3.42925985,30.4534992,15.42595461,12.93029009,6.656402732,2.439426086
Punjab,Moga,-0.08976024566,13.081306,8.990173531,5.61289085,3.714399884,2.360729234
Punjab,Pathankot,-2.170116043,19.57297985,14.08030108,8.682205289,3.535282715,1.603715713
Punjab,Patiala,0.9600832387,11.60584625,7.393999175,4.74150987,2.489497529,1.498496649
Punjab,Rupnagar,-0.9331573636,13.51639396,9.504611476,5.458190438,3.554476871,1.930403861
Punjab,S.A.S. Nagar,1.7852387,12.98561438,7.791466976,4.013976209,1.90225013,0.9759365705
Punjab,Sangrur,-1.311814843,15.90791516,12.84559498,8.579527351,4.861982434,2.705701852
Punjab,Shahid Bhagat Singh Nagar,-0.8492050158,7.08289046,5.794432856,3.776022191,1.930031447,1.19419485
Punjab,Sri Muktsar Sahib,-7.005553182,24.87442026,23.61819778,13.18992494,5.513954494,2.560660982
Punjab,Tarn Taran,-1.402458978,8.423024039,6.609817426,5.328356372,3.331645767,2.20287561
Rajasthan,Ajmer,3.525075802,10.7335979,6.371714801,2.333205922,0.9230164965,0.3815497789
Rajasthan,Alwar,2.898127656,15.41686734,9.74056597,4.160101261,1.885079889,0.9259600117
Rajasthan,Banswara,8.683213637,11.66742307,7.310768631,3.832810677,1.351055603,0.5009717124
Rajasthan,Baran,14.04987071,16.71238089,8.782296846,3.420372382,1.052911203,0.1792328833
Rajasthan,Barmer,-0.352932668,25.00326603,14.26796414,6.265052895,2.249254074,0.9736251403
Rajasthan,Bharatpur,-9.24623435,29.08248421,17.60041232,3.855942303,1.094955358,0.2218918662
Rajasthan,Bhilwara,6.645743623,11.57455683,5.062305296,1.959970348,0.6460962795,0.2037091438
Rajasthan,Bikaner,4.935355312,11.24479016,6.752657667,3.182652498,1.295417837,0.7017342244
Rajasthan,BSF Camp,0,0,0,0,0,0
Rajasthan,Bundi,4.507438384,13.84796978,9.140297765,3.721928791,1.545985749,0.4834316431
Rajasthan,Chittorgarh,12.06582641,25.07730203,10.37542948,3.591955114,1.06198971,0.3430245629
Rajasthan,Churu,4.964102564,31.93696083,13.96574161,5.310211016,1.944691767,0.6909194677
Rajasthan,Dausa,4.537026939,29.19666145,17.85305716,3.56188475,1.458896179,0.7890618207
Rajasthan,Dholpur,8.517069403,10.73147331,4.684312027,2.070484581,0.4865225409,0.1496752697
Rajasthan,Dungarpur,1.999184007,16.65846154,8.011992052,3.6221562,0.998389694,0.1594387755
Rajasthan,Evacuees,0,0,0,0,0,0
Rajasthan,Ganganagar,1.886053877,21.12861351,13.24766198,8.203761543,3.758726175,1.090095402
Rajasthan,Hanumangarh,3.969541109,21.13559045,14.89453029,9.662165768,4.965105074,2.544557577
Rajasthan,Italians,0,0,0,0,0,0
Rajasthan,Jaipur,4.736913673,18.44103812,10.78161109,4.565143616,1.482050925,0.5603967782
Rajasthan,Jaisalmer,-7.1278826,48.90357949,26.91778173,10.10286912,3.609896496,1.463737767
Rajasthan,Jalore,9.753554826,6.652236877,1.569549284,0.5519937901,0.388849178,0.2079120504
Rajasthan,Jhalawar,12.6682058,19.9628231,10.4683935,3.280281861,0.9164697201,0.4302305866
Rajasthan,Jhunjhunu,-5.553418196,29.30591715,22.19148062,8.890059633,3.736759211,1.759399839
Rajasthan,Jodhpur,6.991729404,12.6758143,5.146901821,2.239464311,0.818356992,0.2942384278
Rajasthan,Karauli,6.721941612,25.04241703,11.90011426,4.384453379,1.012880085,0.671845052
Rajasthan,Kota,1.284470592,12.41690282,7.334635065,2.687230271,0.6927034895,0.1091766076
Rajasthan,Nagaur,0.5892840954,9.478459412,6.841195357,3.598397288,1.424734515,0.4253273472
Rajasthan,Other State,0,0,0,0,0,0
Rajasthan,Pali,9.987797133,9.722501573,6.18643266,4.469466627,1.259594883,0.3416454783
Rajasthan,Pratapgarh,13.30102482,16.34654679,8.013113219,5.231209487,1.487433045,0.6739474646
Rajasthan,Rajsamand,3.118889675,18.97793237,10.6377778,3.46332971,1.170180054,0.3512148996
Rajasthan,Sawai Madhopur,7.264519555,17.49893903,7.756441127,2.330940477,0.9458039333,0.1365529176
Rajasthan,Sikar,6.749797664,18.20414243,12.01702852,5.178214912,1.69296365,0.6765239555
Rajasthan,Sirohi,3.616381076,16.12428254,7.719310604,2.57217905,0.7044872544,0.5940447802
Rajasthan,Tonk,3.990293311,15.08695035,8.424430496,3.821511042,1.519328363,1.177214799
Rajasthan,Udaipur,5.229638881,18.09525132,9.172573081,3.800841401,1.248301542,0.4159218149
Sikkim,Unknown,-7.600707578,15.86197236,15.24738376,15.95425987,13.98126181,10.20514358
Tamil Nadu,Airport Quarantine,0.1791003651,0.06876160352,0,0,0,0.006871435443
Tamil Nadu,Ariyalur,-17.28932391,15.94361636,22.2573623,20.8946449,17.04992289,10.45203105
Tamil Nadu,Chengalpattu,-5.626875911,17.89326294,14.50154613,10.51762886,6.241696498,3.991476255
Tamil Nadu,Chennai,-1.43663164,12.84472916,10.37048665,6.809513871,3.541682347,2.126925531
Tamil Nadu,Coimbatore,-15.38369098,20.19576199,20.82256377,20.80793555,15.65281224,9.877756912
Tamil Nadu,Cuddalore,-8.479970881,11.17734658,14.50807064,12.06316038,9.289287429,6.718437797
Tamil Nadu,Dharmapuri,-10.10955402,16.92959955,17.36209777,17.08311542,13.5483444,10.58919517
Tamil Nadu,Dindigul,-7.889547853,13.90137865,13.87955619,13.87079919,9.398327943,6.454318992
Tamil Nadu,Erode,-21.27964936,22.37913611,28.29793372,28.40233415,23.44613954,17.53183177
Tamil Nadu,Kallakurichi,-10.97068082,11.45411624,15.49357869,14.78100675,12.06422881,8.686816554
Tamil Nadu,Kancheepuram,-6.904196207,13.52187936,14.94730253,11.32429177,6.639588703,3.801748037
Tamil Nadu,Kanyakumari,-18.13056725,22.44142083,25.46184933,21.49693507,13.6133584,7.69710164
Tamil Nadu,Karur,-12.55923183,20.16209774,19.19933344,19.17030035,19.31065945,9.85267035
Tamil Nadu,Krishnagiri,-11.63370007,23.17856903,22.84581696,19.24750916,10.65902286,6.828962904
Tamil Nadu,Madurai,-10.36559401,21.74853789,19.33509086,17.46381969,8.897564673,4.170461575
Tamil Nadu,Nagapattinam,-14.98130639,16.95544088,22.59303393,20.7180996,17.81359999,11.34415752
Tamil Nadu,Namakkal,-13.01424984,14.49558553,15.76923613,21.07030253,20.72321011,11.98582203
Tamil Nadu,Nilgiris,-17.09438347,12.44438397,19.54477802,20.66037067,21.95144458,16.81628385
Tamil Nadu,Other State,0,0,0,0,0,0
Tamil Nadu,Perambalur,-31.06182751,35.90759391,35.27077334,33.44497235,23.79618281,11.14882917
Tamil Nadu,Pudukkottai,-10.27505394,11.31193853,15.21195036,14.42150115,10.5120809,6.147335933
Tamil Nadu,Railway Quarantine,0,0,0,0,0,0
Tamil Nadu,Ramanathapuram,-10.09284016,17.69654946,19.38064221,16.15349436,11.82115355,5.691076883
Tamil Nadu,Ranipet,-5.444257262,11.86059793,12.58365983,12.80580079,8.960532755,6.224885103
Tamil Nadu,Salem,-6.374886433,9.835254571,10.39644982,11.51201626,13.69712975,10.62616678
Tamil Nadu,Sivaganga,-8.444301009,13.17108308,14.28706851,12.77949593,10.15045494,6.447028301
Tamil Nadu,Tenkasi,-11.56784708,16.39674562,18.79827276,16.27507345,11.22242578,6.942054633
Tamil Nadu,Thanjavur,-12.14695887,15.95719028,15.87135139,17.4712275,14.09002848,11.46412067
Tamil Nadu,Theni,-9.447719066,14.52399544,17.27826524,14.1641966,10.42288443,6.030490778
Tamil Nadu,Thiruvallur,-5.701468107,14.36521866,15.28720663,10.71077384,6.129121291,3.182013731
Tamil Nadu,Thiruvarur,-14.77909216,13.39083147,20.96742169,21.20048989,14.79133678,8.727158875
Tamil Nadu,Thoothukkudi,-7.783739206,19.67410011,20.2126273,14.14429815,8.744660843,4.819985733
Tamil Nadu,Tiruchirappalli,-17.55511144,22.98259327,28.12255765,22.53325692,14.31717037,6.764753033
Tamil Nadu,Tirunelveli,-2.021174679,18.15164142,13.02375324,9.4307954,6.283733937,3.842155559
Tamil Nadu,Tirupathur,-19.03726578,22.36161021,28.59308736,21.43228158,13.29811792,7.806076587
Tamil Nadu,Tiruppur,-18.87378166,15.9350811,24.01885542,28.56302288,19.12810639,11.24206789
Tamil Nadu,Tiruvannamalai,-11.70353244,14.90327095,13.84010137,17.43829358,9.589936885,6.294207961
Tamil Nadu,Vellore,-3.753923821,13.05749158,10.42057008,9.019692341,6.561727959,4.023422492
Tamil Nadu,Viluppuram,-8.42061708,15.35515109,13.75431869,14.48555145,13.56486843,8.583636701
Tamil Nadu,Virudhunagar,-13.34619825,14.68196369,15.60876375,21.48081124,12.67895428,6.928274049
Telangana,Unknown,2.482727704,8.065438337,5.388571829,4.264414002,3.217665488,2.265920986
Tripura,Dhalai,-4.315761749,4.526150216,3.611602272,6.666424603,7.580760459,5.641690925
Tripura,Gomati,-4.341059042,2.217741935,4.249281982,6.64852126,6.417678182,5.729410388
Tripura,Khowai,-6.631225518,3.12406353,6.487468216,9.626142721,10.29311096,14.99181854
Tripura,North Tripura,-6.791269,8.509125385,11.30624727,9.553340137,7.9714818,7.664996516
Tripura,Sipahijala,-9.04757778,5.302525012,11.6771479,13.30821585,8.305624084,9.17403935
Tripura,South Tripura,-9.675754448,4.910759302,11.44752018,13.71280724,10.35014537,7.558019657
Tripura,Unokoti,-9.754490755,7.231847382,12.74847962,12.17244294,10.77618689,8.982831228
Tripura,West Tripura,-9.741587829,10.14423773,15.41944575,13.38471806,10.59730527,7.440677086
Uttar Pradesh,Agra,8.296581202,7.03788763,3.224842011,1.196594788,0.580279477,0.575815739
